AudioLoudness,VocalContent,InstrumentalScore,TrackDurationMs,MoodScore,LivePerformanceLikelihood,RhythmScore,BeatsPerMinute,AcousticQuality
-1.357,0.203587334,0.662518794,279527.0891,0.533160208,0.0243,0.657667372,133.6141615,0.539492467
-17.48724827,0.171129952,1.07e-06,314802.1242,0.673290556,0.0243,0.721436659,102.9654055,0.444062586
-11.69538172,0.0235,1.07e-06,138829.8225,0.354398435,0.115710205,0.495441315,99.9306697,0.198773328
-8.529808819,0.077813377,0.249142215,239818.5155,0.766301397,0.167298445,0.727807433,130.7324571,0.260282824
-8.264506836,0.07487938,1.07e-06,232778.4982,0.431525783,0.295229823,0.545941976,112.6571214,0.059429065
-11.16840608,0.061751503,1.07e-06,217953.0509,0.0256,0.496081878,0.902686985,85.8434126,5.36e-06
-8.779671425,0.11599536,0.149625007,134826.7008,0.880113682,0.0243,0.825132686,155.192372,0.083323294
-12.39534302,0.0235,0.464254337,334167.5287,0.472155365,0.088294456,0.639007951,99.51511666,0.310141131
-12.79101022,0.055786605,0.289683699,355529.4823,0.556441147,0.219024837,0.192240614,121.1402402,0.112912235
-2.866703571,0.0235,0.336350341,217583.4252,0.604188243,0.034291336,0.76845511,133.1344959,0.15898289
-10.42602014,0.093520024,1.07e-06,291430.0054,0.738703927,0.089132712,0.508025364,128.3616381,0.75842046
-1.357,0.058246003,1.07e-06,401120.8688,0.540456136,0.03297622,0.658209764,145.5589969,0.400259795
-7.560635878,0.025457712,0.03623571,285281.384,0.514111557,0.457282841,0.776172613,148.9702824,0.903155483
-10.56072899,0.109656644,0.103785662,106280.8723,0.710600295,0.152617022,0.643140765,129.3921503,0.34044026
-10.5837303,0.087703417,1.07e-06,217151.2709,0.508276061,0.225632666,0.682495262,79.58918392,5.36e-06
-12.31431361,0.169918868,0.261539484,222338.9838,0.788086082,0.302625193,0.762426849,120.807751,0.306859771
-3.861305444,0.03033106,0.273619309,332616.1166,0.530145555,0.157367263,0.733766436,100.9957136,0.14647681
-3.585458441,0.149818996,1.07e-06,230421.1141,0.762140359,0.0243,0.975,185.1852333,0.037001484
-12.9772583,0.066592595,0.30524394,267182.4836,0.142311873,0.0243,0.836462721,165.987412,0.077370101
-6.4251504,0.093146586,0.159535649,317582.9074,0.233959389,0.322061621,0.887243541,167.7122336,5.36e-06
-8.256974448,0.111741739,0.206642807,213223.1352,0.849582215,0.0243,0.506979929,98.68660615,0.344145671
-1.357,0.082032046,0.504799763,261413.1387,0.301910936,0.047568025,0.717135033,102.69008,0.396854663
-1.357,0.235114273,1.07e-06,285698.6364,0.263803788,0.190667525,0.932268864,142.2519462,5.36e-06
-16.58956644,0.037640046,0.201696555,306604.5688,0.714818808,0.038754414,0.722529157,126.0734849,0.012971444
-8.230017931,0.103356537,1.07e-06,110178.3015,0.963442017,0.074381046,0.593403955,105.4458835,0.466207097
-7.876919112,0.0235,1.07e-06,332350.5199,0.711276494,0.236227184,0.797345121,86.87438976,0.8904644
-7.249724864,0.0235,0.336524953,225475.2479,0.638553681,0.0243,0.434555213,140.8459969,0.099452566
-8.511460117,0.051207902,0.431301761,230517.7857,0.269328644,0.0243,0.668729513,58.39740082,0.698914677
-1.357,0.0235,0.22091888,244199.3458,0.887466683,0.077276762,0.41857092,95.51872566,0.356686487
-14.78517742,0.140700438,0.004000767,232823.9561,0.588907147,0.044386296,0.486127345,105.2730728,0.447222301
-8.708027083,0.156046135,0.391862736,229017.6185,0.313526881,0.106541027,0.550098456,101.3206043,0.126889558
-15.90745319,0.068628343,0.126205742,153578.9199,0.638509049,0.038387268,0.532167332,84.8169427,0.270536366
-6.355541856,0.067584318,0.255415459,218415.7509,0.278979234,0.199425094,0.631824263,135.6595193,0.028155362
-11.2713199,0.096764482,1.07e-06,244478.6616,0.854247013,0.259679027,0.904492537,191.0459956,0.532519135
-3.536544869,0.104064228,0.28184556,171713.4111,0.442946221,0.467556411,0.589651637,135.367382,0.282289906
-6.079615093,0.133411667,0.024271359,273202.0289,0.482933006,0.31927971,0.410210027,99.34491826,0.23119327
-5.762403766,0.182226301,0.025335699,208576.1565,0.802664013,0.0243,0.406340221,93.76948193,5.36e-06
-1.357,0.089100478,0.056021543,240116.9107,0.618857025,0.083306205,0.677131075,133.5620335,5.36e-06
-4.018584967,0.0235,1.07e-06,226656.9023,0.551902103,0.380036474,0.705300212,120.3216687,5.36e-06
-10.61910617,0.102394253,0.208957092,164100.087,0.592064944,0.407803789,0.559139928,96.18301457,0.434742025
-11.67079352,0.227611994,1.07e-06,279399.7748,0.518739065,0.030703935,0.325954233,124.2288447,0.261311174
-17.32113005,0.229836754,0.196239004,288111.508,0.884487495,0.068739806,0.806264866,133.0520853,0.169171565
-9.941566332,0.070637476,0.184720847,342052.6912,0.54049381,0.271779543,0.576177902,118.630936,5.36e-06
-10.47232177,0.088824394,0.303518773,180538.1525,0.395322109,0.054527416,0.392413731,104.9127616,0.475891261
-7.011610334,0.0235,1.07e-06,240370.0065,0.571859794,0.239487874,0.709435714,173.0537877,0.256288602
-7.563677327,0.150517201,0.150593323,118424.6084,0.598449968,0.0243,0.163601586,112.1114531,0.344798157
-1.357,0.187107783,0.111229668,311748.9598,0.608856287,0.071555295,0.707399271,142.7108794,0.181068594
-5.659698161,0.162401863,0.107646683,142676.0337,0.785722864,0.105571743,0.627042319,91.22341927,0.235731994
-9.109219959,0.068864928,1.07e-06,157924.8547,0.331133872,0.026514041,0.71524908,110.5351348,0.168152282
-1.357,0.150686406,0.070368061,280965.3564,0.276315117,0.300030149,0.650968081,132.5226301,0.009260968
-10.52214881,0.0235,1.07e-06,187900.5951,0.978,0.295620839,0.727349232,120.457154,5.36e-06
-2.933329175,0.135486585,0.120655103,251810.6802,0.613248694,0.238887708,0.689304283,131.6028423,0.399687148
-14.98576919,0.046013313,1.07e-06,266783.8334,0.247405721,0.201074089,0.370610744,139.5583153,0.37742674
-1.357,0.039100729,0.052341789,313099.018,0.471851795,0.217956855,0.550680529,102.1713097,0.729934049
-5.965983052,0.114649882,1.07e-06,269144.4219,0.274386118,0.117658897,0.497227297,91.45354507,0.077202735
-3.548354919,0.110190847,0.203128117,222069.5646,0.649309968,0.115958324,0.384745845,147.8531502,0.202386478
-2.495579533,0.116451307,1.07e-06,233298.8396,0.466020857,0.207382798,0.51748361,147.0288496,0.396058013
-15.55176582,0.043170375,0.089667792,291830.0654,0.721749441,0.102351045,0.722541731,119.9472672,0.172619517
-2.434605221,0.076948539,0.062189084,225561.1263,0.563654501,0.309093129,0.596207921,121.544368,0.355192341
-8.263100855,0.060796652,0.259354163,337414.1751,0.040385368,0.282055842,0.451449823,120.9873484,0.578952634
-11.30235574,0.19777718,0.143598676,256715.6095,0.629787382,0.121228123,0.598426321,54.42947469,0.573779234
-9.247975658,0.0235,1.07e-06,209473.3803,0.215869035,0.255933608,0.351980373,78.31352469,0.185279515
-14.62377168,0.163146096,0.381610991,274894.7262,0.73229723,0.024631405,0.254005981,75.65450364,0.729812954
-2.405879282,0.169254378,0.020889554,198374.3619,0.87677544,0.163963268,0.546166633,165.7023486,0.127003415
-8.422108072,0.052220707,0.248055922,332273.919,0.396301753,0.292810361,0.422865163,74.58760752,0.142898158
-7.681784604,0.124879539,0.263592139,178235.8378,0.956959853,0.0243,0.720655847,90.73621389,5.36e-06
-1.357,0.099556982,0.348387742,209001.3428,0.248161687,0.142254261,0.648489313,146.0890455,0.645553393
-6.607228038,0.0235,1.07e-06,205247.8397,0.916973237,0.423131751,0.717694235,131.8645931,0.28205413
-9.911521442,0.0235,0.049736991,311034.0747,0.509377593,0.153962891,0.724747496,82.26498453,0.306625232
-12.21801643,0.052875687,0.362446332,263374.6442,0.253224934,0.339236936,0.780558667,76.01533764,0.758275377
-3.937159289,0.0235,0.212244113,312353.5059,0.720680432,0.0688347,0.512274111,161.5250651,0.524304137
-2.181175093,0.186109233,1.07e-06,373688.2651,0.952969129,0.281926967,0.425772484,104.1541516,5.36e-06
-8.765726189,0.091418317,1.07e-06,325064.4307,0.683491822,0.220721637,0.344934452,109.4328427,0.15932828
-10.83856415,0.0235,0.011556806,198261.5179,0.446565701,0.161786192,0.606159962,107.9631774,0.033224889
-6.893828252,0.035585456,1.07e-06,371299.6637,0.704351524,0.053739644,0.526789686,145.9484854,0.344393242
-12.83380279,0.130874887,1.07e-06,161324.6525,0.723728177,0.525935568,0.774108882,83.95241935,0.061371201
-8.319996502,0.180309057,1.07e-06,237192.9371,0.116356128,0.147375496,0.681747211,98.62268474,0.424098077
-7.493407449,0.094496004,1.07e-06,256970.3759,0.562845424,0.298416373,0.564603339,158.4406999,0.330190435
-1.357,0.059131515,1.07e-06,163388.353,0.252799646,0.18194312,0.319925157,143.9422967,0.401572977
-9.947340231,0.199894481,0.143608495,262162.6025,0.232320461,0.0243,0.644285338,134.2932039,5.36e-06
-5.786510848,0.048475275,0.305241509,267360.8517,0.906575438,0.079774788,0.884419678,86.84531565,0.01121808
-11.51669864,0.0235,0.2940738,253969.0899,0.872479365,0.065473714,0.461207398,106.9285615,0.105267544
-3.591708312,0.148563833,0.248348911,337567.5465,0.535204118,0.359560496,0.397880591,114.7784068,5.36e-06
-1.357,0.082243861,1.07e-06,211246.5824,0.901570026,0.346774218,0.752039892,78.27642634,0.320711536
-12.84897736,0.055726203,1.07e-06,184560.9067,0.440440775,0.114230011,0.717580685,98.2432669,0.357926802
-13.6894125,0.0235,1.07e-06,298843.2304,0.535703367,0.207435932,0.547227489,140.3936557,5.36e-06
-13.53288596,0.0235,0.005349468,298058.2051,0.847715935,0.058202522,0.795095779,118.8644998,0.273482313
-6.914181943,0.208449883,1.07e-06,90215.12895,0.769076533,0.344732654,0.549479741,96.49136366,0.399217361
-6.844417953,0.034902417,0.092489967,270896.5153,0.448302776,0.233229103,0.576692864,74.12981327,0.558952085
-8.111651917,0.079409575,0.12672801,184924.5496,0.646550607,0.165639594,0.449630149,144.7621688,0.057276266
-9.269233043,0.02970519,0.28184077,272884.9892,0.40927681,0.410904387,0.468709836,80.29245295,0.50526726
-15.11715374,0.0235,0.452667461,218952.3318,0.122688871,0.0243,0.866982914,152.4414254,0.355951605
-5.7379274,0.0235,0.191863069,254955.2277,0.763650636,0.281817938,0.779660249,110.7786292,0.249805703
-5.922488695,0.026633671,0.152611927,260130.2896,0.541664078,0.05494431,0.788901025,125.3317578,5.36e-06
-10.66507724,0.075886566,0.24853649,292912.5237,0.573418314,0.064136919,0.487954549,100.5135497,0.588849888
-4.595230658,0.180636833,1.07e-06,252465.8044,0.905763352,0.260181291,0.700982008,112.6531523,0.949056824
-12.09266129,0.07226314,1.07e-06,168975.5653,0.464092656,0.269983805,0.874289415,103.5602696,5.36e-06
-7.387428865,0.033988479,0.293210128,211491.0033,0.437672744,0.21707969,0.454835896,111.367397,0.539387563
-13.88210067,0.051766488,0.312239417,193467.6739,0.487121609,0.315634498,0.922428588,160.6135546,0.05959701
-4.522449579,0.07475007,0.423073671,284167.0094,0.534774453,0.143260582,0.527414867,77.81819291,0.474249864
-8.818868679,0.102954885,1.07e-06,149157.0844,0.815459912,0.235309073,0.581740195,163.5770447,0.45951762
-1.357,0.032063148,1.07e-06,231284.6171,0.563225845,0.0243,0.400413114,114.5393806,5.36e-06
-10.87643752,0.036136153,0.199788431,237725.1893,0.475370838,0.369315814,0.817218098,147.7924322,0.542178878
-15.62015801,0.204871088,1.07e-06,272297.3951,0.285922177,0.361323139,0.904669272,118.4033651,0.396001261
-4.496479968,0.13985574,1.07e-06,235295.0635,0.580138519,0.434540634,0.596091559,152.4216857,0.568135832
-17.21938836,0.180768789,0.336224217,237274.736,0.443983758,0.453828448,0.649521272,122.5425554,0.138251052
-9.791413413,0.06576432,1.07e-06,300332.2089,0.414166771,0.25690998,0.548999584,101.2530029,5.36e-06
-5.231213593,0.04140592,0.028517864,173653.7888,0.513119218,0.417595688,0.53650397,75.11884177,0.752750289
-13.73366707,0.170132469,0.058254044,197031.4836,0.440111968,0.396533313,0.581061795,95.99643183,5.36e-06
-2.531108006,0.0235,1.07e-06,202683.5757,0.886966669,0.530299132,0.684181708,96.11918974,0.524504992
-7.474599675,0.102234433,0.096184875,126673.6983,0.949653879,0.051593028,0.662429111,61.26931028,0.160211497
-1.357,0.0235,1.07e-06,267257.6312,0.0256,0.247727653,0.412440752,76.96700525,0.26933206
-1.357,0.204383986,0.080156963,178610.5241,0.927662942,0.0243,0.629495725,122.0952042,0.279278223
-14.33594071,0.057006921,1.07e-06,137451.8488,0.659110214,0.495224473,0.820339803,87.59537443,0.427098833
-6.074551434,0.169669653,0.120016227,242068.699,0.333806447,0.052065914,0.566200154,95.52791681,0.393555382
-10.83053808,0.122474683,0.054218052,190941.7179,0.621173284,0.375739116,0.568133418,148.3500831,0.157985118
-7.418943054,0.093427652,1.07e-06,168862.1588,0.349760024,0.03650737,0.812822944,124.5039809,0.413658829
-4.95428941,0.0662343,0.443622006,294371.5678,0.961686644,0.178824293,0.579080155,156.2107188,0.299131711
-8.472713721,0.0235,1.07e-06,170903.0104,0.658104982,0.214563854,0.58394057,141.3317313,0.575316286
-20.95171434,0.0235,1.07e-06,205997.7186,0.23353324,0.230539887,0.59330971,143.0699945,0.539761279
-11.62692254,0.0235,0.38041256,224595.104,0.174990551,0.406871339,0.396107151,151.4617648,0.071491249
-8.038335726,0.047251941,1.07e-06,350419.3994,0.797104334,0.706666376,0.546892817,153.7571617,5.36e-06
-9.685615213,0.106198325,0.163920678,296718.8778,0.852273539,0.0243,0.866729813,103.6694069,0.291427297
-15.82707135,0.142021701,1.07e-06,177995.8973,0.647994941,0.0243,0.7006092,77.26327926,0.383774203
-1.357,0.155138096,1.07e-06,239298.0354,0.61091403,0.091870544,0.951570348,81.91424006,0.504043192
-9.611088047,0.0235,0.124584164,305090.3597,0.446423793,0.19158982,0.677065764,127.6591714,0.734034672
-15.26059362,0.18194988,1.07e-06,209061.4215,0.611746464,0.137526214,0.975,121.9337782,0.4642441
-6.670799292,0.090964257,1.07e-06,357480.9915,0.561292749,0.355528582,0.560809995,107.2768764,0.312886163
-5.892805629,0.0235,0.126561686,127686.8146,0.882978796,0.16476157,0.598367623,173.775962,5.36e-06
-9.703799957,0.0235,1.07e-06,220167.2701,0.257706283,0.0243,0.38189827,119.3182182,5.36e-06
-4.285179209,0.067564459,1.07e-06,315887.866,0.519724263,0.09571824,0.640848946,128.9874657,0.233917699
-7.18079434,0.026285433,1.07e-06,305215.1123,0.588081176,0.195374847,0.673564234,116.2942909,0.485611285
-6.012972115,0.089842978,0.054450277,235169.5889,0.552176999,0.176567014,0.881615617,87.13467829,0.151791241
-14.81853476,0.0235,1.07e-06,224364.8389,0.326084947,0.110744919,0.50676254,126.6554412,0.530509111
-5.578318148,0.0235,1.07e-06,406073.5118,0.685338929,0.033354093,0.709531632,101.6645989,0.142421634
-6.46155417,0.106760297,1.07e-06,238740.3509,0.156347163,0.110389202,0.68526171,127.0369423,0.224389971
-14.15696118,0.066156274,0.151739674,192799.7913,0.490251608,0.221081124,0.71079468,124.2563706,0.004505253
-1.357,0.147989967,0.267423697,283174.6647,0.978,0.20198956,0.655264773,127.1519612,0.18336455
-10.88942975,0.0235,0.232834044,282695.8335,0.656940271,0.256340677,0.635039618,116.6213803,5.36e-06
-6.564792931,0.116164027,1.07e-06,298939.529,0.185482178,0.190385929,0.975,150.6474932,0.183350541
-13.10166717,0.158762236,0.316200055,265485.2101,0.207761073,0.188695483,0.601679686,132.4675169,5.36e-06
-8.632831396,0.065326968,1.07e-06,357155.3809,0.872139482,0.359279603,0.700746389,148.8829481,0.14611855
-9.510568581,0.041870914,0.348813244,210871.8082,0.849809254,0.038590691,0.538774646,98.89278558,0.684130854
-1.357,0.070469009,0.470883847,225981.8092,0.710409119,0.144657672,0.608513338,100.2803773,0.995
-8.858008222,0.101014638,0.12847604,241038.359,0.482545199,0.146362996,0.604855039,85.50361205,5.36e-06
-13.93447558,0.102387743,0.516464658,165798.222,0.630245943,0.074753705,0.975,101.9073124,0.508184085
-3.740842887,0.0235,0.089510773,135870.0254,0.517477919,0.217534002,0.50814123,139.3275875,5.36e-06
-6.651485008,0.0235,1.07e-06,229951.4198,0.978,0.272852855,0.44959276,197.7984713,0.175252791
-8.485131017,0.0235,1.07e-06,178695.6046,0.52874134,0.0243,0.505071747,100.1612747,0.187327054
-3.804621832,0.127310273,0.066126855,300426.7738,0.224543208,0.199164578,0.926675403,49.56337567,0.443166289
-6.552914223,0.068666899,0.097971782,366541.5623,0.356543705,0.144255427,0.734111582,155.1938204,0.131645186
-6.617964209,0.0235,0.113804129,267955.8767,0.051930209,0.204552782,0.892324086,112.0300716,0.323494495
-7.5341263,0.0235,1.07e-06,136429.1087,0.384290265,0.047412136,0.418553226,145.8154946,0.173007141
-4.273213966,0.156491297,0.536700175,225989.3555,0.23293504,0.120702536,0.426771081,98.42415265,0.169439976
-1.357,0.057686176,0.414239996,348451.7789,0.261892135,0.080957836,0.741639096,141.7836717,0.330379175
-1.357,0.099629432,0.059964123,235567.531,0.310951595,0.10050389,0.400730853,165.0480666,0.341576695
-7.754755106,0.0235,1.07e-06,289338.5691,0.373161194,0.238924947,0.814862265,121.4866028,5.36e-06
-11.73995217,0.110035022,1.07e-06,249491.892,0.66610354,0.086213083,0.738729826,131.7418504,5.36e-06
-13.23547841,0.0235,0.142486578,399476.4244,0.741154455,0.203556508,0.72091202,144.0742328,0.141775861
-20.47990543,0.050554221,1.07e-06,298035.5581,0.86821131,0.0243,0.683496152,136.6641517,0.297951605
-15.46532643,0.068089902,1.07e-06,290824.4593,0.978,0.0243,0.496346554,73.99171436,5.36e-06
-10.32639666,0.206337581,1.07e-06,172915.9618,0.115061309,0.19124352,0.558526292,135.3467577,0.480850863
-11.70157576,0.075492021,0.145214147,261231.241,0.348224712,0.0243,0.660968746,122.4795022,5.36e-06
-2.139431823,0.042583772,0.069213239,191274.3207,0.49621236,0.250386753,0.370834717,122.1838585,0.113782334
-3.897784729,0.037995565,0.229826176,199740.4834,0.402621935,0.0243,0.884916219,95.07830777,0.367073825
-1.357,0.0235,0.209544119,259528.0848,0.192254551,0.202703308,0.583498698,135.2690212,0.370096629
-14.54914608,0.153507059,0.107499831,235819.1302,0.461107023,0.0243,0.84252568,79.56482443,0.155796719
-4.85186497,0.071828503,0.261347578,249607.0878,0.607953985,0.140504035,0.5360709,139.0699383,0.225609288
-6.693034632,0.0235,1.07e-06,243091.3743,0.741465319,0.0243,0.836410396,133.2880461,0.330893956
-1.357,0.144916,1.07e-06,261281.6818,0.748197097,0.0243,0.534799811,159.645803,0.26997547
-7.779348242,0.0235,0.219275626,291680.0281,0.197684642,0.198964119,0.937514821,132.8335166,0.264321876
-17.12152644,0.13353234,1.07e-06,171592.9433,0.680899088,0.288415472,0.58566235,81.56965738,0.315133776
-7.914461346,0.110341194,0.177239851,235254.1046,0.483738809,0.25753104,0.51440395,102.9149688,0.209723701
-6.3863682,0.057974776,0.059178982,159185.0111,0.624809399,0.120166418,0.34406559,131.4311317,0.361820485
-5.089044295,0.026670662,0.326779015,168143.72,0.370044117,0.176520826,0.636003361,135.138311,0.21490825
-7.264982477,0.037913399,0.001476342,281056.8288,0.77251341,0.074126894,0.535834594,123.2504823,0.147917122
-11.14769055,0.159659521,0.279092193,63973.0,0.238772741,0.131630563,0.375858995,98.13245141,0.331744056
-1.357,0.076901384,0.13048865,195810.3238,0.793039728,0.370642821,0.440847168,101.2300409,0.178757521
-4.633415283,0.102226628,0.37904578,189384.329,0.229216141,0.129431568,0.528659763,101.5810692,0.304118468
-10.49304889,0.166579362,0.040193193,86738.53084,0.670761319,0.0243,0.554142171,128.6538361,0.73859335
-9.532941065,0.086345225,0.264146905,347398.1068,0.978,0.179430316,0.737583911,124.6469848,0.050130129
-7.670948685,0.088645028,0.29474036,255797.1317,0.530288042,0.365175211,0.709207606,113.1128011,5.36e-06
-12.2594181,0.075981488,0.234421573,206044.3247,0.595296153,0.213951195,0.247536616,95.6800391,0.258812293
-8.378273756,0.097618608,1.07e-06,210596.3381,0.616556573,0.179886684,0.482079164,109.9264357,5.36e-06
-10.26035836,0.113700036,0.074917749,326629.2366,0.398472085,0.159344858,0.63017739,87.20660842,0.387030178
-17.97477531,0.147373243,1.07e-06,242529.0655,0.480826583,0.273038076,0.806522697,79.65378196,0.134449106
-14.83246868,0.0235,1.07e-06,196361.6008,0.274090339,0.0243,0.80108361,99.87026384,0.995
-1.357,0.041294887,0.130913385,157346.5489,0.189548324,0.090498579,0.74073212,114.1214306,0.726882717
-7.967369875,0.0235,1.07e-06,308296.0426,0.558115579,0.206186664,0.619553242,149.9133151,0.266219148
-8.435607195,0.129062531,0.274924261,262653.0918,0.34300611,0.236947026,0.334702435,127.5552448,0.028314398
-4.667256842,0.0235,0.333675599,210216.8627,0.389108508,0.280327707,0.75864102,101.1395565,5.36e-06
-9.445330361,0.0235,1.07e-06,158128.0208,0.701295004,0.198596364,0.697027371,91.03951983,0.195131542
-11.01058191,0.0235,0.233074912,296895.5843,0.195898243,0.053624955,0.32558062,102.3297033,0.254581712
-10.17191813,0.047707761,1.07e-06,246856.6805,0.686946517,0.0243,0.765498268,96.12995047,0.403579757
-9.505264355,0.0235,1.07e-06,137756.6027,0.442876862,0.47848372,0.737348668,82.50487838,0.301113295
-12.34371727,0.0235,0.025379195,246336.2684,0.724778301,0.229541529,0.7504458,95.29288891,0.345318924
-16.2246535,0.060124514,1.07e-06,281746.5235,0.0256,0.085598859,0.975,99.39597115,0.20113009
-10.61049492,0.03828842,0.12433451,328283.8164,0.720609443,0.193253038,0.628175256,100.1809377,0.24670181
-8.065930387,0.0235,1.07e-06,196706.2291,0.4899936,0.0243,0.690762141,126.8030591,0.854969953
-10.21155392,0.0235,0.065903205,158840.1034,0.660147274,0.133291143,0.507072562,59.48222932,0.25983096
-9.652522002,0.155301208,0.223102269,159305.2324,0.568012918,0.0243,0.45987341,115.1673025,0.165840462
-4.643492582,0.045569393,1.07e-06,212830.3579,0.259886852,0.207549648,0.480962872,89.30163987,0.357496751
-11.00136256,0.0235,1.07e-06,63973.0,0.783929987,0.193905648,0.607476306,129.675422,0.158353611
-4.453594271,0.0235,0.335378007,234753.4502,0.978,0.0243,0.651776164,153.8669358,0.724408932
-1.357,0.0235,1.07e-06,289379.3701,0.296660378,0.495642039,0.735063255,199.0537064,0.390163533
-4.359911074,0.187088178,1.07e-06,330776.298,0.978,0.212586599,0.672043423,117.4740152,0.533227012
-6.862719517,0.127348215,1.07e-06,117957.2018,0.529321363,0.22454004,0.706785746,151.5201516,0.629604392
-1.357,0.064017728,1.07e-06,355192.0074,0.206854092,0.272540995,0.619456213,163.9241678,0.031007937
-12.00556672,0.053400533,0.286708584,295170.3678,0.234581591,0.148206689,0.919820936,172.077583,0.112908143
-1.357,0.06772634,0.027706086,223309.2501,0.142180289,0.265394684,0.502356439,60.65763405,0.491838486
-13.99977196,0.206445509,0.433067572,367845.4763,0.66637768,0.155056188,0.949262263,135.7637808,0.264669338
-3.321528868,0.170615812,1.07e-06,188975.6161,0.845690767,0.0243,0.544108661,138.5269829,0.079415806
-17.81039184,0.0235,1.07e-06,233115.8937,0.649906507,0.217229508,0.356613499,158.1911933,0.327782759
-3.518107714,0.0235,0.41396166,135876.7395,0.571891212,0.07425699,0.796114538,162.9511531,5.36e-06
-5.63009661,0.054001824,1.07e-06,326203.9912,0.629832543,0.137460686,0.869499129,126.2665078,0.522325628
-9.67605697,0.0235,0.074569661,210438.9058,0.555541759,0.170108932,0.702063719,117.7969187,5.36e-06
-6.39735135,0.174286512,1.07e-06,230347.0014,0.267866161,0.075053345,0.41026934,123.378318,0.346085857
-8.347651429,0.087815002,0.527748757,163183.1609,0.647967595,0.399580698,0.842548893,156.9461337,0.05023638
-5.989146099,0.0235,1.07e-06,231853.4143,0.267980007,0.453732479,0.258893219,147.5058968,5.36e-06
-8.096255735,0.061229997,0.185442591,230455.2032,0.12816308,0.276840775,0.888786924,108.1046526,0.548709184
-6.779611358,0.05947373,0.181824693,140755.4777,0.589767056,0.070636229,0.721421826,150.2069308,0.275274371
-9.146159025,0.108828847,0.068613018,240346.2353,0.4094646,0.180456819,0.58806176,143.7253762,0.053262628
-12.61340891,0.025479092,0.091894596,230987.1933,0.77195065,0.072746809,0.803076513,114.5418432,0.457066643
-13.62878341,0.0235,0.308093123,255905.4446,0.219803044,0.22388502,0.705687929,131.1481562,0.457791126
-6.262634048,0.032304899,0.254975857,311693.7167,0.250902947,0.155614541,0.492531085,76.43049385,0.767269884
-4.64609586,0.108142521,1.07e-06,90991.52499,0.978,0.424472246,0.446558123,140.2086811,0.193631355
-1.357,0.09517321,1.07e-06,179051.807,0.716248057,0.332647004,0.239911249,58.89307813,0.042841147
-9.075403501,0.0235,0.320631127,384481.5819,0.496547144,0.198849116,0.530467806,93.45522238,0.033776591
-9.909350818,0.131964267,0.008905417,274960.8042,0.466726552,0.163018546,0.351845412,110.487646,0.431466267
-7.532087276,0.137778059,0.254902788,337456.6393,0.374908512,0.377565807,0.725512331,165.4592107,0.682195856
-8.686275205,0.093820964,0.059008338,249557.3924,0.978,0.02444556,0.479412446,124.3478511,0.327900364
-17.88306931,0.0235,1.07e-06,221434.9237,0.381937949,0.0243,0.751118642,107.3624782,0.623884164
-11.02569254,0.15447291,1.07e-06,221627.6004,0.850015418,0.148167587,0.760122324,99.42046611,0.368979161
-11.07162337,0.084094211,0.197632921,179886.6722,0.595889397,0.0243,0.274686139,132.9147005,0.439402599
-1.357,0.231636289,0.087122372,167060.1127,0.689035787,0.031948921,0.645667923,92.47971122,0.573650428
-3.045522775,0.211208375,1.07e-06,204204.1111,0.595040692,0.28501901,0.651215586,128.3086212,0.340201014
-11.44546996,0.039534171,0.163437505,178253.6931,0.553158805,0.208913343,0.368094628,107.6849572,5.36e-06
-14.28256075,0.119850409,0.090662867,290658.8652,0.92647361,0.351058987,0.943786261,88.34813076,0.479106377
-3.419584509,0.0235,0.069095641,178394.6338,0.345404407,0.0243,0.672646428,85.33289634,0.357288171
-1.357,0.126700567,0.010636599,214774.1876,0.43059837,0.189305804,0.487258877,132.5324815,0.306468848
-10.50343066,0.053187693,1.07e-06,309541.8293,0.478255493,0.170258787,0.91861266,129.5117118,0.312495557
-1.357,0.081211558,1.07e-06,323777.8659,0.767386558,0.169297714,0.457551269,103.9020368,0.420298302
-2.425944122,0.0235,0.116735029,268928.3569,0.156826005,0.151140371,0.637605944,123.3387808,0.780593823
-1.357,0.139615413,1.07e-06,213663.745,0.675692267,0.078928628,0.498146633,162.9309942,5.36e-06
-8.809725131,0.091315866,1.07e-06,279792.5725,0.424667116,0.286084474,0.692062438,122.5317138,0.224591273
-19.84557325,0.0235,0.204937661,212733.776,0.719565383,0.364430599,0.454697675,165.9959267,0.328232782
-9.049264247,0.141125745,0.346517239,323873.5516,0.658690469,0.138750168,0.415507957,103.8962607,5.36e-06
-1.357,0.139366135,1.07e-06,316182.948,0.978,0.350182588,0.289473687,119.5715655,0.545237253
-8.611367227,0.080576985,0.210916235,305542.3632,0.061526246,0.44601302,0.776608763,95.75468601,5.36e-06
-13.2680607,0.057803699,1.07e-06,204608.6946,0.623262264,0.28128823,0.384810609,98.01960382,0.030438648
-11.03799662,0.0235,0.164133123,245958.6476,0.553644617,0.503664727,0.665921242,108.4118143,0.692515696
-7.30898188,0.139769317,0.129184214,335765.612,0.561162479,0.0243,0.36987483,116.6483221,0.266010613
-5.360498387,0.048959833,1.07e-06,349331.6518,0.517759476,0.101182341,0.51588055,93.90622466,0.344042536
-10.81229864,0.097881272,0.383825629,192662.5302,0.963879127,0.037965252,0.953906408,87.1192466,0.069254446
-12.94618354,0.117319319,0.249010599,274168.6354,0.792558864,0.183364399,0.835943697,89.1028372,0.368440113
